EXP_DATE,EFF_DATE,CORP_NAME,TRADE_NAME,LICENSEE,TAXKEY_NUMBER,HOUSE_NR,SDIR,STREET,STTYPE,ALDERMANIC_DISTRICT,POLICE_DISTRICT,LIC_TYPE,License Type Full Name,TOT_CAP,ROOM_CAP,TAXKEY
7/29/2020,7/30/2019,TERRY LEE'S CORPORATION,SILVER SPRING TAP,"VICKIE M BROOKS, Agt",1719849000,3530,W,SILVER SPRING,DR,1,4,BTAVN,Class B Tavern License,50,,1719849000
9/27/2020,9/10/2019,"SILVER SPRING LIQUOR, INC",SILVER SPRING LIQUOR,"JYOTSNABEN K PATEL, Agt",,6018,W,SILVER SPRING,DR,9,4,ALQML,Class A Malt & Class A Liquor License,,,1741017113
1/19/2020,12/18/2018,"JK LIQUOR, INC",JK LIQUOR,"PRAFUL P PATEL, Agt",1749996110,6220,W,SILVER SPRING,DR,9,4,ALQML,Class A Malt & Class A Liquor License,,,1749996110
6/30/2020,6/18/2019,"CAMELOT BANQUET ROOMS, INC",Silk/Rock Country,"SCOTT A KRAHN, Agt",1800411000,11400,W,SILVER SPRING,RD,5,4,BTAVN,Class B Tavern License,376,,1800411000
5/19/2020,5/7/2019,THREE BROTHERS RESTAURANT LLC,THREE BROTHERS RESTAURANT,"Patricia J Radicevic, Agt",5010387000,2414,S,ST CLAIR,ST,14,6,BTAVN,Class B Tavern License,25,,5010387000
4/1/2020,3/28/2019,"Colectivo Coffee Roasters, Inc","Colectivo Coffee Roasters, Inc","William D Suskey, Agt",3920994000,225,E,ST PAUL,AV,4,1,CWINE,Class C Wine Retailer's License,,,3920994000
4/1/2020,3/26/2019,"Colectivo Coffee Roasters, Inc","Colectivo Coffee Roasters, Inc","William D Suskey, Agt",3920994000,225,E,ST PAUL,AV,4,1,BBEER,Class B Fermented Malt Beverage Retailer's License,49,,3920994000
11/2/2020,10/15/2019,"GROOM FOR MEN, INC",Groom for Men / Groom Lounge,"Terri J DeJoode, Agt",,330,E,ST PAUL,AV,4,1,BTAVN,Class B Tavern License,,,3922581100
5/21/2020,5/7/2019,Pritzlaff Events LLC,Pritzlaff,"Kendall G Breunig, Agt",3970672000,143,W,ST PAUL,AV,4,1,BTAVN,Class B Tavern License,,,3970672000
4/19/2020,3/26/2019,"SOBELMAN'S, INC",SOBELMAN'S PUB & GRILL,"MELANIE L SOBELMAN, Agt",3990271000,1900,W,ST PAUL,AV,8,3,BTAVN,Class B Tavern License,80,,3990271000
9/24/2020,9/30/2019,"DLR, INC",RICKEY'S ON STATE,"DONALD L RAFFAELLI, Agt",3890894000,2601,W,STATE,ST,4,3,BTAVN,Class B Tavern License,100,,3890894000
6/30/2020,6/18/2019,MIKE'S A LITTLE BIT COUNTRY,MIKE'S A LITTLE BIT COUNTRY,"MICHAEL CHRIST, SP",3890929000,2608,W,STATE,ST,4,3,BTAVN,Class B Tavern License,50,,3890929000
10/14/2020,9/24/2019,PBE Milwaukee 2 LLC,Point Burger Express,"BRIAN J WARD, Agt",3610535000,322,W,STATE,ST,4,1,BTAVN,Class B Tavern License,99,,3610535000
9/25/2020,9/26/2019,"FATE, LLC",Spitfires on State,"TAMMY L PETERSON, Agt",3860913100,5018,W,STATE,ST,10,3,BTAVN,Class B Tavern License,150,,3860913100
6/30/2020,6/18/2019,"SAZCO, INC",SAZ'S STATE HOUSE,"STEPHEN P SAZAMA, Agt",3850872000,5539,W,STATE,ST,10,3,BTAVN,Class B Tavern License,228,,3850872000
9/23/2020,9/10/2019,Palomino Inc,Palomino Bar,"VALERI A LUCKS, Agt",5010348000,2491,S,SUPERIOR,ST,14,6,BTAVN,Class B Tavern License,80,,5010348000
5/18/2020,5/7/2019,"HOWLING YAM, INC",CLUB GARIBALDI,"JOSEPH F DEAN, Agt",5010321000,2501,S,SUPERIOR,ST,14,6,BTAVN,Class B Tavern License,150,,5010321000
6/22/2020,5/29/2019,"Cermak Milwaukee #2, LLC",Cermak Fresh Market,"Joseph Marano, Agt",4311301000,135,E,Scott,ST,12,2,ALQML,Class A Malt & Class A Liquor License,,,4311301000
8/1/2020,7/12/2019,Debbie Coops LLC,The Tool Box,"Debra J Torres, Agt",4330221000,1500,W,Scott,ST,12,2,BTAVN,Class B Tavern License,,,4330221000
12/3/2019,11/6/2018,The Seeboth LLC,The Seeboth,"Gerard A Ozuna, Agt",4280243000,131,W,Seeboth,ST,12,1,BTAVN,Class B Tavern License,,,4280243000
11/12/2020,11/13/2019,Tavleen Enterprises Inc.,Spring Food Market,"Jatinder Kaur, Agt",1709976100,3432,W,Silver Spring,DR,1,4,AMALT,Class A Fermented Malt Beverage Retailer's License,,,1709976100
12/20/2019,12/21/2018,"Fateh, INC.",JS Liquor,"Sukhchain Singh, Agt",1760060100,7900,W,Silver Spring,DR,2,4,ALQML,Class A Malt & Class A Liquor License,,,1760060100
10/16/2020,10/15/2019,Goodson Ventures LLC,Courtside Bar & Grill,"ERNESTINE GOODSON, Agt",1779981130,9012,W,Silver Spring,DR,2,4,BTAVN,Class B Tavern License,,,1779981130
9/19/2020,9/18/2019,Piedmont Property Corporation,Puddler's Hall,"Casey C Foltz, Agt",5010444000,2461,S,St Clair,ST,14,6,BTAVN,Class B Tavern License,80,,5010444000
3/2/2020,3/4/2019,Talk of the Town,Talk of the Town,"Dyan A Ward, SP",3891320000,2302,W,State,ST,4,3,BTAVN,Class B Tavern License,80,,3891320000
3/28/2020,2/26/2019,Five O'Clock Steakhouse Inc,Five O'Clock Steakhouse,"Jason C Blank, Agt",3890743110,2416,W,State,ST,4,3,BTAVN,Class B Tavern License,,,3890743110
7/21/2020,7/15/2019,RK Liquor Inc,State Beer Liquor,"DAVINDER SINGH, Agt",3890883000,2537,W,State,ST,4,3,ALQML,Class A Malt & Class A Liquor License,,,3890883000
3/31/2020,4/5/2019,Kettle Range Meat Company LLC,Kettle Range Meat Company,"Mark D Bearce, Agt",3850871000,5501,W,State,ST,10,3,ALQML,Class A Malt & Class A Liquor License,,,3850871000
2/6/2020,1/14/2019,Homerun Holdings LLC,Santino's Social Club,"Gregory L Huber, Agt",4660102100,352,E,Stewart,ST,14,2,BTAVN,Class B Tavern License,,,4661681000
11/30/2019,9/20/2019,"Charles Allis and Villa Terrace Museums, Inc.",Villa Terrace Decorative Arts Museum,"John C Sterr, Agt",3560104000,2220,N,TERRACE,AV,3,1,BTAVN,Class B Tavern License,85,,3560104000
11/30/2020,11/5/2019,"Charles Allis and Villa Terrace Museums, Inc.",Villa Terrace Decorative Arts Museum,"John C Sterr, Agt",3560104000,2220,N,TERRACE,AV,3,1,BTAVN,Class B Tavern License,85,,3560104000
6/14/2020,5/29/2019,"YOUNG'S BAR, INC",YOUNG'S BAR,"CHARLENE E GRAY, Agt",2711049000,3571,N,TEUTONIA,AV,6,5,BTAVN,Class B Tavern License,50,,2711049000
6/13/2020,5/29/2019,"CATFISH LOUNGE, INC",CATFISH LOUNGE,"JAMIE N GLADNEY, Agt",2712214000,3646,N,TEUTONIA,AV,6,5,BTAVN,Class B Tavern License,80,,2712214000
9/24/2020,9/26/2019,SHANANIGANS,SHANANIGANS,"CETTERY M GARDNER, SP",,3751,N,TEUTONIA,AV,6,5,BTAVN,Class B Tavern License,70,,2711001000
12/15/2019,11/27/2018,"ANI ALLIANCE, INC",EXPRESS LIQUOR,"NAVPREET S MANHANI, Agt",2701720000,3833,N,TEUTONIA,AV,6,5,ALQML,Class A Malt & Class A Liquor License,,,2701720000
7/17/2020,7/18/2019,"SINDHI, INC",Express Liquor,"NAVPREET S MANHANI, Agt",2701720000,3833,N,TEUTONIA,AV,6,5,ALQML,Class A Malt & Class A Liquor License,,,2701720000
2/2/2020,1/14/2019,B Brothers LLC,Blues Place,"Timothy M Bea, Agt",2701763100,3941,N,TEUTONIA,AV,6,5,BTAVN,Class B Tavern License,,,2701763100
5/15/2020,5/16/2019,Empire Nightclub & Lounge,Empire Nightclub & Lounge,"MICHAEL TSIRLIN, SP",2450707100,4126,N,TEUTONIA,AV,1,5,BTAVN,Class B Tavern License,140,,2450707100
6/1/2020,5/7/2019,"KHERA, INC",NORTH END BEVERAGE,"SATNAM S KHERA, Agt",2070881000,4910,N,TEUTONIA,AV,1,7,ALQML,Class A Malt & Class A Liquor License,,,2070881000
5/19/2020,5/15/2019,"NICKI'S KIDDIE CARE CENTER, INC",ONE STOP MINI MART,"GREGORY E DEAN, Agt",1700303111,5914,N,TEUTONIA,AV,1,4,ALQML,Class A Malt & Class A Liquor License,,,1700303111
11/26/2019,11/28/2018,"Nangah, Inc",Diamonds Beer & Liquor,"HUMPHREY F NANGAH, Agt",1599967111,6201,N,TEUTONIA,AV,1,4,ALQML,Class A Malt & Class A Liquor License,,,1599967111
10/15/2020,10/16/2019,"Sukhman & Param, Inc",Diamonds Beer & Liquor,"SURJIT SINGH, Agt",1599967111,6201,N,TEUTONIA,AV,1,4,ALQML,Class A Malt & Class A Liquor License,,,1599967111
3/20/2020,2/27/2019,"THE THIRSTY FOX, INC",THE THIRSTY FOX,"DOUGLAS N NEWSTED, Agt",1029982100,7586,N,TEUTONIA,AV,1,4,BTAVN,Class B Tavern License,90,,1029982100
12/20/2019,12/21/2018,Rookies Sports Lounge,Rookies Sports Lounge,"TIFFANY GIVENS, SP",3249802000,2579,N,Teutonia,AV,15,3,BTAVN,Class B Tavern License,124,,3249802000
7/30/2020,7/31/2019,Midnighter's Bar,Midnighter's Bar,"OCTAVIUS M SIMMONS, SP",3113024000,3038,N,Teutonia,AV,6,5,BTAVN,Class B Tavern License,80,,3113024000
7/30/2020,7/9/2019,Toor Retail LLC,Jack's Beverage Center,"Davinder S Toor, Agt",2711048000,3565,N,Teutonia,AV,6,5,ALQML,Class A Malt & Class A Liquor License,,,2711048000
6/13/2020,5/29/2019,"JP FOOD & LIQUOR, INC",Express Liquor & Tobacco,"SARBJIT SINGH, Agt",1249999112,6859,N,Teutonia,AV,1,4,ALQML,Class A Malt & Class A Liquor License,,,1249999112
6/19/2020,9/9/2019,"MEGA MARTS, LLC",METRO MARKET #371,"ANTHONY M KUCHINSKY, Agt",3921438110,1123,N,VAN BUREN,ST,4,1,BTAVN,Class B Tavern License,65,,3921438110
6/30/2020,6/18/2019,"VICTOR'S ON VAN BUREN, INC",VICTOR'S,"VICTOR R JONES, Agt",3922022111,1230,N,VAN BUREN,ST,4,1,BTAVN,Class B Tavern License,420,,3922022111
5/4/2020,4/16/2019,"LIU'S ORIENTAL KITCHEN, LLC",Lucky Liu's,"HENRY LIU, Agt",3600346000,1664,N,VAN BUREN,ST,3,1,BTAVN,Class B Tavern License,80,,3600346000
3/25/2020,3/26/2019,Wayneco Corporation,Angelo's Piano Lounge,"NATHAN W FRIED, Agt",3600341000,1686,N,VAN BUREN,ST,3,1,BTAVN,Class B Tavern License,49,,3600341000
5/16/2020,5/17/2019,"MAURER'S FOODS, LLC",Maurer's Urban Market,"Jacob J Wirag, Agt",3930991000,777,N,VAN BUREN,ST,4,1,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3930991000
5/16/2020,5/17/2019,"MAURER'S FOODS, LLC",Maurer's Urban Market,"Jacob J Wirag, Agt",3930991000,777,N,VAN BUREN,ST,4,1,CWINE,Class C Wine Retailer's License,,,3930991000
9/16/2020,9/16/2019,Barcity Club LLC,Tavern At Turner Hall,"MICHAEL J EITEL, Agt",3610520000,1034,N,VEL R PHILLIPS,AV,4,1,BTAVN,Class B Tavern License,,,3610520000
11/8/2020,10/17/2019,"PABST THEATER CONCESSIONS, LLC",TURNER HALL BALLROOM,"Tiffani A Hart, Agt",,1040,N,VEL R PHILLIPS,AV,4,1,BTAVN,Class B Tavern License,987,"Main floor - 607, Balcony - 380",3610520000
7/14/2020,7/15/2019,WATKINS GROCERY,WATKINS GROCERY,"FLORA B WATKINS, SP",2731417000,3806,N,VEL R PHILLIPS,AV,6,5,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2731417000
6/30/2020,6/18/2019,JSWD Commerce LLC,SpringHill Suites by Marriott Milwaukee Downtown,"Benjamin A Risseeuw, Agt",3922961000,744,N,VEL R PHILLIPS,AV,4,1,BTAVN,Class B Tavern License,95,,3922961000
3/27/2020,2/26/2019,Commerce Building Restaurant LLC,Doc's Commerce Smokehouse,"Brian Atkinson, Agt",3922961000,754,N,VEL R PHILLIPS,AV,4,1,BTAVN,Class B Tavern License,,,3922961000
7/13/2020,7/5/2019,BETTIE'S & EDDIE'S CLUB MANHATTAN,BETTIE'S & EDDIE'S CLUB MANHATTAN,"VALARIE J WINGO, SP",,2573,N,VEL R PHILLIPS,ST,6,5,BTAVN,Class B Tavern License,80,,0
11/3/2020,11/4/2019,"Boston Bar & Grill, LLC",Boston Bar & Grill,"Regina A Boston, Agt",1920835000,3535,W,VILLARD,AV,1,7,BTAVN,Class B Tavern License,80,,1920835000
12/20/2019,11/27/2018,"PEARL LIQUOR, INC",SUNSHINE LIQUOR & DELI,"JAGJIT S CHEEMA, Agt",1920836100,3541,W,VILLARD,AV,1,7,ALQML,Class A Malt & Class A Liquor License,,,1920836100
7/15/2020,9/16/2019,"TRIPLETT INVESTMENTS, LLC",TopCat's,"PAMELA L Triplett-Hicks, Agt",1920315000,3622,W,VILLARD,AV,1,4,BTAVN,Class B Tavern License,83,"58 1st floor
25 patio",1920315000
4/10/2020,3/26/2019,STAR 27 CORPORATION,ONE STOP PANTRY,"Zohra Ali, Agt",2081304100,3927,W,VILLARD,AV,1,7,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2081304100
2/21/2020,2/5/2019,"ASR, INC",VILLARD FOODS,"AHMAD A ABDALLAH, Agt",2108103000,5123,W,VILLARD,AV,1,7,ALQML,Class A Malt & Class A Liquor License,,,2109994100
1/16/2020,12/18/2018,"TERRY SRA, LLC",RITZ FOOD MARKET,"HARVENDER SINGH, Agt",1902121000,5834,W,VILLARD,AV,2,4,AMALT,Class A Fermented Malt Beverage Retailer's License,,,1902121000
7/21/2020,7/18/2019,"QD'S ENTERPRISE, LLC",DEE'S ELEGANCE,"QUIANA L MILTON, Agt",1880418110,7420,W,VILLARD,AV,2,4,BTAVN,Class B Tavern License,75,,1880418110
11/21/2020,11/5/2019,"Penny Saver, LLC",Penny Saver,"Nayef M Azzam, Agt",3530899000,510,W,VINE,ST,6,5,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3530899000
6/30/2020,6/18/2019,"CONEJITO'S PLACE, INC",CONEJITO'S PLACE,"THOMAS A MILLER, Agt",4280390100,539,W,VIRGINIA,ST,12,2,BTAVN,Class B Tavern License,144,,4280390100
9/20/2020,9/4/2019,"WI AFRICAN AMERICAN WOMEN, LTD",WAAW,"JOSEPHINE D HILL, Agt",3650261111,3020,W,VLIET,ST,15,3,BTAVN,Class B Tavern License,,,3650261111
6/3/2020,5/29/2019,"FAST STOP FOOD MARKET, LLC",FAST STOP FOOD MARKET,"HARVINDER B SINGH, Agt",3660911110,3611,W,VLIET,ST,15,3,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3660911110
11/13/2020,11/14/2019,TRICICLO PERU LLC,TRICICLO PERU,"Amy E Narr, Agt",3660501100,3801,W,VLIET,ST,15,3,BTAVN,Class B Tavern License,,,3660501100
6/26/2020,7/8/2019,"Wisconsin Liquor and Food Three, Inc.",ABC Liquor,"NAVDIP KAUR, Agt",3660532000,3901,W,VLIET,ST,15,3,ALQML,Class A Malt & Class A Liquor License,,,3660532000
7/23/2020,7/26/2019,"PTP ENTERPRISES, INC",O'BRIENS PUB,"JOEL J KLAMANN, Agt",,4928,W,VLIET,ST,10,3,BTAVN,Class B Tavern License,150,,3670848000
6/30/2020,6/26/2019,"THE FIELD HOUSE, INC",DANA'S FIELDHOUSE,"DANA N BLODGETT, Agt",3670641000,5004,W,VLIET,ST,10,3,BTAVN,Class B Tavern License,70,,3670641000
5/24/2020,5/10/2019,CARADARO CLUB RESTAURANT GROUP LLC,CARADARO CLUB,"WALLACE M KUTCH, Agt",3670642000,5010,W,VLIET,ST,10,3,CWINE,Class C Wine Retailer's License,,,3670642000
5/24/2020,5/10/2019,CARADARO CLUB RESTAURANT GROUP LLC,CARADARO CLUB,"WALLACE M KUTCH, Agt",3670642000,5010,W,VLIET,ST,10,3,BBEER,Class B Fermented Malt Beverage Retailer's License,99,,3670642000
11/5/2020,10/15/2019,"UNCLE GEO, LLC",WONDER BAR,"GEORGE M VOELL, Agt",,5520,W,VLIET,ST,10,3,BTAVN,Class B Tavern License,80,,3461903000
11/6/2020,11/7/2019,BF @ GL Properties LLC,The Neighborhood Draft,"Brian V Felten, Agt",3680603000,5921,W,VLIET,ST,10,3,BTAVN,Class B Tavern License,,,3680603000
2/9/2020,2/8/2019,Colglasand Investments LLC,Mangos Cafe East,"Francisco Sandino-Escobar, Agt",3600342000,1682,N,Van Buren,ST,3,1,BTAVN,Class B Tavern License,83,,3600342000
5/23/2020,5/21/2019,JSWD Wisconsin Venture I LLC,The Westin Milwaukee,"Keith A Filipak, Agt",3960501000,550,N,Van Buren,ST,4,1,BTAVN,Class B Tavern License,,,3960501000
7/18/2020,7/9/2019,Levy at Bucks Arena,Levy at Bucks Arena,"Justin A Green, Agt",3922971100,1111,N,Vel R Phillips,AV,4,,BTAVN,Class B Tavern License,,,3922971100
2/20/2020,5/7/2019,"Punch Bowl Milwaukee, LLC",Punch Bowl Social,"Alexa V Gruenwald, Agt",3923022000,1122,N,Vel R Phillips,AV,4,1,BTAVN,Class B Tavern License,,,3923022000
12/27/2019,12/26/2018,BOC Group LLC,Oasis Jazz Bar & Grill,"Liza M Blackburn, Agt",1930913110,3120,W,Villard,AV,1,4,BTAVN,Class B Tavern License,300,,1930913110
12/9/2019,12/10/2018,Uncle Wolfie's Breakfast Tavern LLC,Uncle Wolfie's Breakfast Tavern,"Matthew A Schaefer, Agt",3530764100,234,E,Vine,ST,6,5,BTAVN,Class B Tavern License,,,3530764100
9/4/2020,8/6/2019,"Great Lakes Distillery, LLC",Great Lakes Distillery,"Guy A Rehorst, Agt",4270561000,616,W,Virginia,ST,12,2,BBEER,Class B Fermented Malt Beverage Retailer's License,,,4270561000
5/28/2020,6/5/2019,Brother Supermarket INC,Brother Supermarket,"Gurminder P Singh, Agt",3642403000,2631,W,Vliet,ST,4,3,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3642403000
3/31/2020,3/28/2019,Wyeast Pizza LLC,Wy'east Pizza,"Ann E Brock, Agt",3680717000,5601,W,Vliet,ST,10,3,CWINE,Class C Wine Retailer's License,,,3680717000
3/31/2020,3/26/2019,Wyeast Pizza LLC,Wy'east Pizza,"Ann E Brock, Agt",3680717000,5601,W,Vliet,ST,10,3,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3680717000
7/29/2020,7/30/2019,Charles E Fromage LLC,Charles E Fromage,"Anthony G Schiro, Agt",3680644000,5811,W,Vliet,ST,10,3,BTAVN,Class B Tavern License,14,,3680644000
1/8/2020,1/9/2019,Highland Lanes LLC,Highland Lanes,"DAVID N SCHERBARTH, Agt",3460826100,5830,W,Vliet,ST,10,3,BTAVN,Class B Tavern License,,,3460826100
11/7/2020,10/15/2019,"Morgan Kenwood, LTD",The Times Cinema,"LEE R BARCZAK, Agt",3460839000,5906,W,Vliet,ST,10,3,BTAVN,Class B Tavern License,,NA,3460839000
6/19/2020,5/29/2019,"PEPPER 200, LLC",Studio 200,"WILLIAM E FENGER, Agt",,200,E,WASHINGTON,ST,12,2,BTAVN,Class B Tavern License,99,,4319999100
10/1/2020,9/4/2019,"GEORGE'S PUB, INC",GEORGE'S PUB,"GEORGE P VOMBERG, Agt",4310117110,224,E,WASHINGTON,ST,12,2,BTAVN,Class B Tavern License,25,,4319994100
3/22/2020,2/27/2019,"SURG Waterfront, LLC",SURG On The Water,"Joseph McLean, Agt",3970564000,102,N,WATER,ST,4,1,BTAVN,Class B Tavern License,290,,3970561000
11/2/2020,10/15/2019,"VINO THIRD WARD, LLC",VINO THIRD WARD,"PAUL J MONIGAL, Agt",3970561000,102,N,WATER,ST,4,1,BTAVN,Class B Tavern License,41,NA,3970561000
9/14/2020,9/4/2019,Water Street Brewery Inc,Water Street Brewery,"MATTHEW R SCHMIDT, Agt",3921208000,1101,N,WATER,ST,4,1,BTAVN,Class B Tavern License,300,,3921208000
7/26/2020,7/30/2019,"BL RESTAURANT OPERATIONS, LLC",BAR LOUIE,"Jacob L Schermetzler, Agt",3922572100,1114,N,WATER,ST,4,1,BTAVN,Class B Tavern License,300,,3922572100
3/25/2020,3/27/2019,"Blazin Wings, Inc",Buffalo Wild Wings #407,"Nicole M Kejo, Agt",3921200000,1123,N,WATER,ST,4,1,BTAVN,Class B Tavern License,253,,3921200000
10/12/2020,9/24/2019,"BAR NONE MILWAUKEE, LLC",BAR NONE,"AMY M BLADOW, Agt",3921192000,1139,N,WATER,ST,4,1,BTAVN,Class B Tavern License,60,,3921192000
5/19/2020,5/7/2019,"1209 WATER ST, INC",BROTHERS BAR & GRILL,"Anthony J De Salvo, Agt",,1209,N,WATER,ST,3,1,BTAVN,Class B Tavern License,368,,3922140000
9/25/2020,9/23/2019,"LUKE'S OF MILWAUKEE, LTD",RED ROCK SALOON MILWAUKEE,"JEFFREY A KOVACOVICH, JR, Agt",3922136000,1225,N,WATER,ST,3,1,BTAVN,Class B Tavern License,390,,3922136000
2/7/2020,9/17/2019,"AJ Bombers MKE, LLC",AJ Bombers,"David J Marcus, Agt",3922131000,1245,N,WATER,ST,3,1,BTAVN,Class B Tavern License,160,,3922131000
12/10/2019,11/27/2018,CIRCLE K LLC,CIRCLE K PANTRY,"ZIAD W KAID, Agt",3920976100,130,N,WATER,ST,4,1,ALQML,Class A Malt & Class A Liquor License,,,3920976100
12/3/2019,12/3/2018,Red Lion Restaurant Group LLC,Red Lion Pub on Tannery Row,"CHRISTOPHER J TINKER, Agt",3540816110,1850,N,WATER,ST,3,1,BTAVN,Class B Tavern License,274,,3540816110
9/20/2020,9/10/2019,"BELAIR CANTINA, INC",BELAIR CANTINA,"KRISTYN A Eitel, Agt",3540901200,1935,N,WATER,ST,3,1,BTAVN,Class B Tavern License,160,,3540901200
7/15/2020,6/20/2019,"CENTANNI, LLC","Gouda's Italian Deli and Bugsy's, A Back Alley Saloon","Joseph McLean, Agt",3920987000,218,N,WATER,ST,4,1,BTAVN,Class B Tavern License,160,,3920987000
2/7/2020,2/6/2019,"Blue Bat Kitchen MKE, LLC",Blue Bat Kitchen,"John O Walch, Agt",3920949000,249,N,WATER,ST,4,1,BTAVN,Class B Tavern License,240,,3920949000
6/30/2020,6/21/2019,"WA Cheese & Sausage Shoppe, Inc",WA Cheese & Sausage Shoppe,"Mark S Lutz, Agt",3920640100,400,N,WATER,ST,4,1,BTAVN,Class B Tavern License,,,3920640100
6/30/2020,6/18/2019,MP On Wheels Catering Service,MP On Wheels Catering Service,"DULCE M ALARCON, SP",3920640100,400,N,WATER,ST,4,1,BTAVN,Class B Tavern License,320,42,3920640100
7/9/2020,6/18/2019,"ST. PAUL SEAFOOD, LLC",ST. PAUL FISH CO.,"TIMOTHY G COLLINS, Agt",3920640100,400,N,WATER,ST,4,1,BTAVN,Class B Tavern License,,,3920640100
6/30/2020,6/18/2019,"THIEF WINE, LLC",THIEF WINE SHOP & BAR,"PHILIP M BILODEAU, Agt",3920640100,400,N,WATER,ST,4,1,BTAVN,Class B Tavern License,42,,3920640100
5/30/2020,5/29/2019,"Foltz Family Market, Inc",Foltz Family Market,"Casey C Foltz, Agt",3920640100,400,N,WATER,ST,4,1,BTAVN,Class B Tavern License,,,3920640100
5/29/2020,5/7/2019,"HTWA MARKET PROJECT, LLC",MILWAUKEE PUBLIC MARKET,"MICHAEL GARDNER, Agt",3920640100,400,N,WATER,ST,4,1,BTAVN,Class B Tavern License,320,,3920640100
10/16/2020,10/15/2019,"BAM RESOURCES, LLC",FIRE ON WATER,"ADAM F GRIFFIN, Agt",3920660200,518,N,WATER,ST,4,1,BTAVN,Class B Tavern License,156,,3920660200
12/18/2019,12/19/2018,MKE Water Street LLC,ELMNT Lounge,"HABIB MANJEE, Agt",3920674000,618,N,WATER,ST,4,1,BTAVN,Class B Tavern License,,,3920674000
1/17/2020,1/18/2019,Milwaukee Athletic Club,Milwaukee Athletic Club,"Maikel Correa, Agt",3922932000,731,N,WATER,ST,4,1,BTAVN,Class B Tavern License,,,3922932000
2/27/2020,2/27/2019,"MILWAUKEE WATERFRONT DELI, INC",MILWAUKEE WATERFRONT DELI,"JEREMIAH D PANDL, Agt",3922513000,761,N,WATER,ST,4,1,BTAVN,Class B Tavern License,,NA,3922513000
5/7/2020,4/16/2019,Fenix Milwaukee LLC,Rodizio Grill,"Rosalee A Bleser, Agt",3922531000,777,N,WATER,ST,4,1,BTAVN,Class B Tavern License,,,3922531000
8/31/2020,8/2/2019,"SAZAMA'S FINE CATERING, INC",SAZAMA'S FINE CATERING,"TIMOTHY G HILBERT, Agt",3921172111,929,N,WATER,ST,4,1,BTAVN,Class B Tavern License,,,3921172111
6/28/2020,6/18/2019,"SUNRISE FOODS, LLC",SUNRISE FOOD MART,"RASLAN S SALEM, Agt",,2879,N,WEIL,ST,3,5,ALQML,Class A Malt & Class A Liquor License,,,3140311100
7/15/2020,6/8/2019,"MILWAUKEE REPERTORY THEATER, INC",MILWAUKEE REPERTORY THEATER,"Melissa N Vartanian-Mikaelian, Agt",3922343100,108,E,WELLS,ST,4,1,BTAVN,Class B Tavern License,,25 - Tavern,3922343100
1/16/2020,12/18/2018,"CHINA GOURMET, INC",CHINA GOURMET RESTAURANT,"ROBERT C TSAO, Agt",,117,E,WELLS,ST,4,1,BTAVN,Class B Tavern License,165,,3922441000
5/19/2020,5/9/2019,"PABST THEATER CONCESSIONS, LLC",THE PABST THEATER,"RICHARD J RYAN, Agt",3922342000,144,E,WELLS,ST,4,1,BTAVN,Class B Tavern License,,NA,3922342000
6/30/2020,6/18/2019,"THIS IS IT, INC",THIS IS IT,"Michael B Fisher, Agt",3921391220,418,E,WELLS,ST,4,1,BTAVN,Class B Tavern License,160,,3921391220
7/25/2020,7/15/2019,"REAL CHILI OF MILWAUKEE, INC",REAL CHILI,"STEPHEN J KASTELIC, Agt",3920811000,419,E,WELLS,ST,4,1,BTAVN,Class B Tavern License,80,,3920811000
7/30/2020,7/9/2019,"FLANNERY'S PUB, INC",FLANNERY'S BAR & RESTAURANT,"STEVEN W SMITH, Agt",,425,E,WELLS,ST,4,1,BTAVN,Class B Tavern License,270,,3920811000
5/12/2020,5/15/2019,"East Town Association, Inc",East Town Association,"Emily L Mc Elwee, Agt",3921396000,520,E,WELLS,ST,4,1,BTAVN,Class B Tavern License,,NA,3921396000
7/10/2020,6/18/2019,UNIVERSITY CLUB OF MILWAUKEE,UNIVERSITY CLUB OF MILWAUKEE,"Matthew J Bluethman, Agt",3930631000,924,E,WELLS,ST,4,1,BTAVN,Class B Tavern License,150,,3930631000
9/22/2020,9/12/2019,"TUDY-BART, LLC",BACCHUS-A BARTOLOTTA RESTAURANT,"JOHN M WISE, Agt",3930451000,925,E,WELLS,ST,4,1,BTAVN,Class B Tavern License,200,,3930451000
3/1/2020,2/28/2019,"ECCO FOODS, LLC",Pier 106,"DANIEL M JORGENSON, Agt",3922482000,106,W,WELLS,ST,4,1,BTAVN,Class B Tavern License,170,,3922482000
2/7/2020,1/14/2019,"CAMPUS RECREATIONS, INC",MURPHY'S IRISH PUB,"MICHAEL J VITUCCI, Agt",3901185000,1613,W,WELLS,ST,4,3,BTAVN,Class B Tavern License,240,,3901185000
6/30/2020,6/18/2019,"THATCHER, INC",CONWAY'S SMOKIN' BAR & GRILL,"DEBBIE J THATCHER, Agt",,2121,W,WELLS,ST,4,3,BTAVN,Class B Tavern License,128,"Tavern 100, Restaurant 28",3891571000
